RegionID,RegionName,City,State,Metro,CountyName,2015-01,2016-01,2016-02,B01001_011E,B01001_035E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B03001_003E,B19013_001E,B19113_001E,B25001_001E,B25002_002E,B25003_002E,B25075_023E,B25075_024E,B25075_025E,B25002_003E,B25077_001E,B25064_001E
62080.0,11368,New York,NY,New York,Queens,457.0,487.0,490.0,7106,4971,46108,14528,1133,11945,64,33471,3136,80287,45014,43909,31120,29031,6009,1801,706,100,2089,461500,1410
93144.0,79936,El Paso,TX,El Paso,El Paso,79.0,79.0,80.0,3934,3891,99673,2134,551,1129,101,8201,1662,96734,52088,55142,36497,34921,24470,62,28,32,1576,121200,963
84630.0,60629,Chicago,IL,Chicago,Cook,120.0,125.0,125.0,4099,4557,40073,25258,576,745,0,46385,1976,78689,40095,43455,34792,30692,17872,61,8,1,4100,149000,883
96193.0,90650,Norwalk,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,309.0,330.0,332.0,3985,3888,57096,4479,968,13793,258,26825,3102,74897,60523,63688,28298,27132,17722,419,48,88,1166,320900,1318
62037.0,11226,New York,NY,New York,Kings,447.0,471.0,475.0,4186,4692,8820,73253,74,3021,22,10306,2803,15946,42182,48552,39474,35998,4662,1037,511,663,3476,485900,1164
62093.0,11385,New York,NY,New York,Queens,359.0,383.0,385.0,4702,4147,81574,2063,318,6907,48,7348,1874,44609,53558,60993,37741,34605,10240,4222,324,16,3136,484900,1276
62031.0,11220,New York,NY,New York,Kings,540.0,592.0,595.0,5700,5192,30019,2509,1473,42006,20,23468,2220,41724,38052,36441,31950,29622,7158,2225,1738,657,2328,617000,1184
96083.0,90201,Bell,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,286.0,314.0,319.0,4299,3883,71613,1144,343,671,62,27154,1528,97775,37013,36483,25202,24249,5724,296,68,12,953,276300,1089
96125.0,90280,South Gate,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,278.0,309.0,311.0,4399,3779,46728,886,312,778,90,45211,1510,91292,43526,44947,24205,23386,11007,351,15,32,819,297200,993
61639.0,10025,New York,NY,New York,New York,1209.0,1306.0,1308.0,4832,6220,63028,15123,849,9368,6,6073,2926,21654,71865,116002,47926,43607,9829,1897,1457,4780,4319,976900,1438
62044.0,11234,New York,NY,New York,Kings,339.0,362.0,363.0,3101,3065,42374,44382,82,4665,6,2637,1464,8076,67713,78885,34479,32314,21679,8356,1165,595,2165,488400,1277
84620.0,60618,Chicago,IL,Chicago,Cook,281.0,298.0,298.0,5521,5259,76907,2351,271,4809,34,8903,2955,43226,56763,65975,39514,35561,15672,2079,739,626,3953,321600,1019
62046.0,11236,New York,NY,New York,Kings,291.0,305.0,305.0,3314,3515,5620,83450,492,2749,0,4377,1026,7217,60135,66897,33997,31920,15407,5796,181,69,2077,467500,1260
96361.0,91331,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,276.0,299.0,301.0,4160,4357,64002,3446,827,5014,83,26786,2209,89237,51345,50340,23345,22307,13081,463,55,71,1038,292400,1292
61148.0,08701,Lakewood Township,NJ,New York,Ocean,141.0,149.0,150.0,4350,3629,83920,3853,152,487,0,3585,1476,15395,41026,42479,26167,23688,11917,1304,117,90,2479,279200,1374
96816.0,92335,Fontana,CA,Riverside,San Bernardino,190.0,208.0,210.0,4071,3521,54931,4427,1047,1666,487,34031,2991,81231,43092,44639,24566,23213,11709,49,38,115,1353,184600,1019
62019.0,11208,New York,NY,New York,Kings,269.0,290.0,291.0,2761,3721,26985,50760,350,4363,41,8264,1499,37648,34527,38268,34968,29020,7152,1841,70,83,5948,423100,1137
62085.0,11373,New York,NY,New York,Queens,444.0,446.0,446.0,4874,3931,38246,1688,397,49102,0,9039,2241,41251,49042,51548,34119,31788,8721,2688,1377,213,2331,487600,1372
95992.0,90011,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,261.0,285.0,287.0,4137,4136,30170,8250,555,663,159,61890,1239,93072,29889,27471,23727,22242,5879,204,33,71,1485,269100,993
84639.0,60639,Chicago,IL,Chicago,Cook,156.0,166.0,168.0,3393,3157,29515,14296,140,808,44,45768,1768,71611,38686,42026,28621,25340,10657,102,6,34,3281,193900,919
62018.0,11207,New York,NY,New York,Kings,282.0,302.0,300.0,3265,4264,14124,61428,355,987,61,14463,2047,32004,33816,38132,34841,31648,7305,1478,120,98,3193,400600,1054
96239.0,90805,Long Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,303.0,326.0,328.0,3579,3694,31247,19738,771,11048,1163,24899,5695,51989,45197,47277,27791,26066,11098,284,37,45,1725,287900,1059
84693.0,60804,Cicero,IL,Chicago,Cook,106.0,112.0,112.0,3575,3609,37007,3379,582,317,34,41639,1523,74029,41882,45490,24837,21792,11103,85,76,10,3045,131800,851
84646.0,60647,Chicago,IL,Chicago,Cook,248.0,257.0,259.0,6008,6024,67207,5544,307,2287,14,9467,2513,44262,54400,58472,37863,33737,12630,1581,558,232,4126,324700,1015
97771.0,94565,Pittsburg,CA,San Francisco,Contra Costa,200.0,222.0,224.0,3190,3562,34783,14829,305,12630,1215,18074,5559,38622,55865,59913,27844,26076,14531,301,13,26,1768,217400,1292
62088.0,11377,New York,NY,New York,Queens,431.0,457.0,460.0,4268,4471,42706,2516,193,32565,90,8423,2446,34959,49641,51720,33623,31473,8551,2496,854,108,2150,406600,1363
61616.0,10002,New York,NY,New York,New York,1263.0,1347.0,1350.0,3391,3582,24898,6084,215,34863,0,11044,2790,20782,32966,35062,35281,32550,4370,1424,521,496,2731,544900,863
96817.0,92336,Fontana,CA,Riverside,San Bernardino,188.0,195.0,196.0,3451,3908,49102,11744,584,8182,394,16163,5341,50375,87425,89368,23379,22409,17334,326,19,83,970,292800,1684
61796.0,10456,New York,NY,New York,Bronx,189.0,210.0,210.0,3153,4111,9587,37127,378,702,40,41216,2687,55173,22962,26473,31172,29156,1770,227,0,59,2016,362400,906
62025.0,11214,New York,NY,New York,Kings,447.0,462.0,461.0,3893,3491,48490,896,207,30849,0,6829,1026,11935,45838,54105,33251,31315,10695,4355,2287,736,1936,616600,1163
96882.0,92503,Riverside,CA,Riverside,Riverside,196.0,208.0,208.0,3610,3358,54346,3456,784,6134,223,22071,5945,53858,55051,60318,25743,24502,15512,895,29,76,1241,231000,1165
96368.0,91342,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,268.0,285.0,286.0,3306,2984,62822,3779,727,5387,80,15934,2972,68783,60899,61479,25207,23787,16421,1294,168,77,1420,328200,1313
62015.0,11204,New York,NY,New York,Kings,454.0,467.0,467.0,3006,3049,52473,487,230,23202,0,3090,867,8551,45593,51441,26658,24873,9510,4286,2157,1068,1785,660800,1205
62023.0,11212,New York,NY,New York,Kings,266.0,270.0,269.0,2436,4174,3608,75523,264,840,17,6503,996,13539,28146,31563,33532,30685,4497,787,0,22,2847,383200,936
84633.0,60632,Chicago,IL,Chicago,Cook,132.0,143.0,142.0,3519,3112,54110,1324,379,4125,0,30204,1215,76854,38196,39621,27297,24044,12739,105,23,17,3253,167300,815
97223.0,93307,Bakersfield,CA,Bakersfield,Kern,101.0,110.0,111.0,2964,3149,53296,6734,1872,1724,83,18495,1980,63880,34358,35036,23504,21849,10872,94,17,25,1655,107000,873
96107.0,90250,Hawthorne,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,381.0,400.0,402.0,4049,4670,45142,22713,356,6587,640,11365,8420,50719,45766,49844,33572,31915,9399,2220,169,42,1657,400200,1060
84625.0,60623,Chicago,IL,Chicago,Cook,124.0,125.0,125.0,3833,3185,42429,29031,298,162,0,15095,821,56763,29075,30343,31101,24340,8010,36,5,23,6761,148100,779
96546.0,91911,Chula Vista,CA,San Diego,San Diego,252.0,269.0,270.0,3110,2991,64050,2573,296,5656,528,7471,3136,61534,48891,53070,26375,24463,12174,294,69,72,1912,300100,1210
90769.0,75217,Dallas,TX,Dallas-Fort Worth,Dallas,53.0,63.0,64.0,2636,3172,49236,22556,250,72,11,9846,1150,55352,35786,37602,24633,22113,13536,100,8,43,2520,72400,860
84619.0,60617,Chicago,IL,Chicago,Cook,94.0,91.0,91.0,2505,2864,29693,45057,186,190,23,6317,1219,31335,38825,45096,33838,27582,16201,97,19,63,6256,131800,813
96025.0,90044,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,255.0,278.0,279.0,3466,3672,25964,32573,225,354,96,27112,2088,53605,28344,32583,28997,26156,7884,271,163,69,2841,270400,986
96488.0,91744,La Puente,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,303.0,317.0,318.0,3484,3541,50017,1507,632,7291,50,24932,2667,73086,57789,58041,19191,18342,12224,192,46,48,849,294000,1259
61790.0,10314,New York,NY,New York,Richmond,257.0,272.0,272.0,2757,2989,67603,3910,126,12334,0,2265,1286,10940,78962,93063,32621,30972,22705,6397,531,277,1649,435000,1195
61643.0,10029,New York,NY,New York,New York,910.0,904.0,909.0,4060,4111,24972,23753,122,6733,116,19898,2263,37512,31446,35715,31919,29198,1725,308,205,694,2721,794500,885
61802.0,10462,New York,NY,New York,Bronx,148.0,160.0,161.0,2882,3537,17709,21345,456,8872,6,25075,2651,36053,45234,49470,30944,28928,6332,895,47,64,2016,246400,1190
62039.0,11229,New York,NY,New York,Kings,384.0,406.0,406.0,2623,2332,57047,4137,70,16948,42,2083,1024,6872,51985,62806,33099,30987,14173,5134,1505,741,2112,514300,1131
62040.0,11230,New York,NY,New York,Kings,480.0,506.0,506.0,3269,3310,61335,6588,178,11687,0,5943,1333,8540,41820,52534,32186,30228,8574,2443,1583,1528,1958,629700,1229
62067.0,11355,New York,NY,New York,Queens,490.0,482.0,480.0,3975,3404,12105,2232,566,60815,18,5715,2348,11784,40539,42626,29980,27852,9027,2843,1374,234,2128,494900,1286
96846.0,92376,Rialto,CA,Riverside,San Bernardino,173.0,186.0,187.0,2952,2542,54135,12506,574,1190,556,14069,2617,63326,44965,47819,22166,20774,12175,23,23,23,1392,164600,1058
62045.0,11235,New York,NY,New York,Kings,472.0,491.0,494.0,2527,2337,60986,1970,330,9889,0,1411,1036,6397,42257,63335,35549,32104,12915,4218,1640,1032,3445,525600,1136
96465.0,91706,Baldwin Park,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,285.0,298.0,299.0,3362,3050,27654,1154,900,12729,164,33300,1791,60695,51234,51720,18688,17760,10435,296,27,71,928,293700,1210
96825.0,92345,Hesperia,CA,Riverside,San Bernardino,112.0,123.0,123.0,2574,2517,61982,5026,1203,1005,207,8728,2898,39575,42323,47462,25949,23563,14896,198,72,77,2386,145600,1004
62034.0,11223,New York,NY,New York,Kings,504.0,529.0,530.0,2818,3389,49726,3305,280,17872,0,3950,1518,8904,40873,50209,29833,27283,10259,4579,1672,937,2550,612400,1120
96545.0,91910,Chula Vista,CA,San Diego,San Diego,245.0,269.0,270.0,2939,2952,54865,3240,388,7958,293,6107,3946,45539,54640,66461,28922,25800,12282,1405,146,118,3122,348300,1189
97567.0,94112,San Francisco,CA,San Francisco,San Francisco,597.0,657.0,659.0,3671,3644,25376,3075,420,40378,323,10531,2929,24569,71505,73505,23966,22969,14792,8191,2219,678,997,612700,1453
62032.0,11221,New York,NY,New York,Kings,427.0,514.0,523.0,4061,4653,25132,47537,544,2459,15,6231,1855,32996,39785,44648,32935,28794,5949,2430,644,300,4141,541100,1135
96990.0,92683,Westminster,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,367.0,383.0,385.0,3321,2733,35318,719,368,43603,483,7873,2840,20822,53559,57198,28346,27210,14332,5009,382,70,1136,455200,1355
97189.0,93257,Porterville,CA,Visalia,Tulare,103.0,111.0,111.0,2573,2663,60258,604,2023,3491,97,5904,3013,48227,39551,40955,23597,21700,12307,199,68,130,1897,147800,769
62014.0,11203,New York,NY,New York,Kings,266.0,277.0,277.0,2901,3077,3425,69197,155,1148,28,1892,1166,4970,46630,56355,29705,27164,10891,2263,155,143,2541,420600,1158
96888.0,92509,Rubidoux,CA,Riverside,Riverside,190.0,209.0,210.0,3047,3182,41501,2516,1530,2757,302,26518,3097,54238,57286,59685,20496,19204,12720,342,53,65,1292,213100,1154
98930.0,96797,Waipahu,HI,"Urban Honolulu, HI",Honolulu,390.0,412.0,413.0,3220,3227,6297,1321,72,46206,7204,638,13612,6689,82741,90582,19968,19266,12015,5054,642,88,702,490200,1581
97751.0,94544,Hayward,CA,San Francisco,Alameda,347.0,383.0,385.0,3913,3353,30287,7843,512,16777,2287,14114,4688,35105,59699,65129,23150,22257,11328,1147,194,95,893,323500,1302
98325.0,95630,Folsom,CA,Sacramento,Sacramento,215.0,232.0,234.0,3032,1476,51577,4290,399,10374,416,3029,3271,8716,100308,116448,26171,25090,17044,3225,458,67,1081,394200,1416
96110.0,90255,Huntington Park,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,257.0,268.0,269.0,3068,3015,53143,342,304,723,174,20557,963,74245,35985,36647,19340,18567,5630,223,55,0,773,287700,939
97431.0,93722,Fresno,CA,Fresno,Fresno,119.0,127.0,127.0,3327,3690,44554,7569,310,11176,84,11327,5435,36315,54381,56663,25689,23753,13877,317,59,77,1936,175700,1076
96208.0,90706,Bellflower,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,294.0,314.0,316.0,2842,2754,31823,11018,381,8571,176,22501,2985,42002,49360,53023,25073,23473,9273,921,98,67,1600,341700,1177
84627.0,60625,Chicago,IL,Chicago,Cook,243.0,253.0,254.0,4711,4047,48554,3438,121,10264,52,13648,2509,29236,57252,63379,31620,28524,10893,1497,356,203,3096,302900,976
62029.0,11218,New York,NY,New York,Kings,535.0,602.0,601.0,3089,3583,43117,6161,226,12944,0,10217,2467,14736,54441,60340,26201,24829,8288,2364,1627,832,1372,571800,1375
90654.0,75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,72.0,82.0,83.0,2526,2995,51696,23582,374,8619,0,4362,1978,31810,69032,74520,29743,28422,20960,14,48,26,1321,135300,1107
98432.0,95823,Sacramento,CA,Sacramento,Sacramento,133.0,151.0,153.0,2726,2761,27312,17078,605,16635,1801,5325,4885,24370,36731,38056,24425,22662,10253,120,13,16,1763,148500,928
97970.0,95076,Watsonville,CA,Santa Cruz,Santa Cruz,297.0,326.0,328.0,3226,2805,61856,318,617,2813,235,16771,1977,59989,56671,58059,24777,22958,12051,1790,900,847,1819,374500,1238
97104.0,93033,Oxnard,CA,Ventura,Ventura,232.0,249.0,249.0,4015,3402,60131,1867,1284,6568,219,9625,2569,67519,55210,53642,18101,17249,9676,269,55,55,852,272400,1262
61809.0,10469,New York,NY,New York,Bronx,219.0,233.0,234.0,2060,2988,14435,39362,364,3510,110,12272,2188,18957,57680,64020,23526,21837,10730,2238,301,172,1689,422300,1267
84629.0,60628,Chicago,IL,Chicago,Cook,84.0,80.0,79.0,1710,2480,2557,65974,32,211,0,602,545,2155,37038,42591,28618,23649,13359,31,54,36,4969,122100,954
100179.0,99301,Pasco,WA,Kennewick,Franklin,106.0,114.0,115.0,3075,2952,49503,1329,413,1603,21,18762,2394,38149,57533,61179,22699,21598,14712,313,59,66,1101,165300,794
84635.0,60634,Chicago,IL,Chicago,Cook,189.0,198.0,198.0,3459,3217,57863,1207,126,2830,50,9806,1237,26241,55324,66302,27627,25161,17828,248,6,97,2466,232700,955
94940.0,85364,Yuma,AZ,Yuma,Yuma,80.0,85.0,85.0,2833,2530,48060,2065,548,1390,189,18284,2444,48005,38686,42082,30892,26007,14674,69,45,108,4885,111000,828
91940.0,77449,Cypress,TX,Houston,Harris,73.0,80.0,80.0,3760,3200,63961,18245,337,4923,114,7710,4160,46793,66550,71401,30224,28521,21135,0,0,14,1703,120100,1263
72488.0,33186,The Crossings,FL,Miami-Fort Lauderdale,Miami-Dade,150.0,161.0,162.0,1939,2479,62734,3924,96,1720,58,1560,1349,48623,62356,69150,23969,22047,15969,82,51,0,1922,208100,1397
97202.0,93274,Tulare,CA,Visalia,Tulare,106.0,119.0,120.0,2599,2400,59060,2187,765,1492,98,5580,2248,41188,45591,49048,22358,21134,12093,256,81,118,1224,159900,909
97004.0,92704,Santa Ana,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,318.0,351.0,354.0,3940,3441,46738,1257,533,14915,196,22113,1369,62098,59412,55424,20434,19757,10550,1239,124,182,677,343400,1417
72350.0,33012,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,125.0,134.0,134.0,2460,1938,70782,1325,7,155,0,2029,652,71883,32670,37472,24108,22495,11543,57,7,50,1613,151600,1030
62087.0,11375,New York,NY,New York,Queens,519.0,538.0,540.0,2127,2435,44741,1996,175,18076,77,2963,1624,9011,71643,94260,34324,31731,15882,3123,1233,1064,2593,358700,1553
90668.0,75070,McKinney,TX,Dallas-Fort Worth,Collin,100.0,116.0,117.0,1506,2101,66375,7444,275,5070,49,679,2303,10486,100848,110643,28357,27021,20805,648,59,85,1336,203300,1337
61797.0,10457,New York,NY,New York,Bronx,206.0,218.0,219.0,2274,3014,10081,27046,243,722,73,30524,2326,45908,24883,28147,24892,22819,1419,161,41,7,2073,393300,1050
90780.0,75228,Dallas,TX,Dallas-Fort Worth,Dallas,78.0,95.0,96.0,2703,2715,31349,14913,173,2186,29,20910,2291,37005,36773,40532,27154,24228,10999,0,36,0,2926,107300,721
84622.0,60620,Chicago,IL,Chicago,Cook,98.0,99.0,100.0,2014,2312,860,69652,392,144,11,102,746,987,32557,39328,30340,25440,11691,18,45,0,4900,128900,879
62020.0,11209,New York,NY,New York,Kings,526.0,554.0,555.0,2955,3050,54956,1793,216,9240,129,4192,2056,11510,59934,76603,33408,30916,10694,2734,2931,1095,2492,629200,1330
96690.0,92154,San Diego,CA,San Diego,San Diego,230.0,247.0,249.0,3603,3302,59534,5475,518,10768,224,6142,4079,58286,60162,63701,21764,20888,12204,454,12,40,876,277200,1331
84610.0,60608,Chicago,IL,Chicago,Cook,195.0,205.0,206.0,5274,3877,36664,13690,536,7467,0,18950,1645,44791,35112,38599,28868,25088,8167,236,85,15,3780,226100,796
70828.0,30043,Lawrenceville,GA,Atlanta,Gwinnett,83.0,89.0,90.0,3023,2843,49151,17427,245,10400,99,3852,2235,13765,66486,71158,28095,26050,19078,119,0,134,2045,168900,1137
72362.0,33024,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,137.0,153.0,153.0,2814,2489,46511,12361,893,2812,15,5431,3121,32236,50800,55313,24987,22615,15133,333,56,110,2372,156600,1206
96113.0,90262,Lynwood,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,254.0,278.0,280.0,2637,3140,28659,6114,304,482,8,34144,939,62705,42057,41463,16001,15183,6723,244,26,16,818,278400,1046
93203.0,80013,Aurora,CO,Denver,Arapahoe,156.0,181.0,182.0,2579,2934,48852,8645,405,3754,22,5124,4817,13941,69310,75231,25904,24968,18262,113,0,36,936,193900,1189
97764.0,94558,Napa,CA,Napa,Napa,325.0,348.0,349.0,2122,1926,57191,513,403,1697,67,6121,1975,23523,72720,80820,26923,24435,15463,3639,1457,1678,2488,459400,1437
97565.0,94110,San Francisco,CA,San Francisco,San Francisco,910.0,1008.0,1010.0,4668,3988,43448,2890,402,9587,210,11067,3818,26509,84488,87928,29386,27430,9560,3068,3292,1977,1956,787100,1447
97792.0,94587,Union City,CA,San Francisco,Alameda,377.0,422.0,424.0,2678,2982,15221,4074,418,37119,1055,8425,5363,15784,82564,93050,21437,20529,13370,4981,1166,153,908,484300,1513
97328.0,93550,Palmdale,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,124.0,134.0,135.0,2619,2880,26065,10440,780,2074,164,31644,3036,48171,38502,38830,22438,19947,10250,75,33,83,2491,141000,992
95315.0,87121,Albuquerque,NM,Albuquerque,Bernalillo,78.0,81.0,81.0,3679,3571,46323,2492,2479,407,211,23048,2092,62654,41856,41983,23691,22270,16721,20,0,33,1421,126500,897
96911.0,92553,Moreno Valley,CA,Riverside,Riverside,155.0,166.0,167.0,2716,2891,40644,10869,821,4149,310,14446,2564,47908,42984,43671,19764,18521,9235,62,0,8,1243,157400,1160
97167.0,93230,Hanford,CA,Hanford,Kings,112.0,119.0,119.0,2653,2373,52500,2846,453,2501,10,5264,2742,31699,53008,58348,22723,20896,11862,214,34,127,1827,173600,917
97023.0,92804,Anaheim,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,324.0,346.0,350.0,3120,3209,42024,2109,218,19394,887,18499,2838,40532,52408,54508,25920,24110,10238,1259,43,6,1810,367000,1307
60594.0,07087,Union City,NJ,New York,Hudson,221.0,220.0,219.0,3566,2855,45219,3277,402,2089,0,15515,1836,58024,41106,41308,25684,22866,4281,338,22,95,2818,294000,1096
96364.0,91335,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,297.0,323.0,325.0,3111,2413,55393,2182,358,9343,121,8103,2452,41553,51398,57446,24452,23152,11483,992,55,37,1300,344000,1211
87074.0,66062,Olathe,KS,Kansas City,Johnson,110.0,116.0,117.0,2387,2696,66270,3197,73,4149,42,554,2195,5391,82669,95382,27428,26505,19555,373,119,120,923,202500,945
96003.0,90022,East Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,299.0,323.0,326.0,3281,2552,47859,335,317,634,13,19255,1103,67798,39051,41267,18037,17207,6117,272,51,20,830,296300,977
96468.0,91710,Chino,CA,Riverside,San Bernardino,247.0,256.0,257.0,3530,2691,47548,4175,746,9005,167,16367,5034,46524,71825,76955,23259,21764,15234,1433,199,74,1495,338500,1318
96667.0,92126,San Diego,CA,San Diego,San Diego,321.0,341.0,341.0,4407,3756,29532,3034,349,36742,817,3070,4657,10476,85707,92288,23974,22928,13531,2158,90,100,1046,398600,1718
61806.0,10466,New York,NY,New York,Bronx,232.0,240.0,240.0,1893,2523,5330,51287,213,1371,24,9922,1510,15073,42587,51087,24530,22615,8518,1209,113,69,1915,388600,1102
94748.0,85032,Phoenix,AZ,Phoenix,Maricopa,139.0,152.0,153.0,2915,2740,60026,2428,262,2249,14,4196,2172,20236,47691,54516,29485,26690,15132,176,28,75,2795,155800,875
95806.0,89110,Las Vegas,NV,Las Vegas,Clark,90.0,101.0,101.0,2393,2311,43293,5482,233,3391,401,16440,2134,43308,43859,46661,22974,20464,11590,60,0,0,2510,103300,921
74126.0,37042,Clarksville,TN,Clarksville,Montgomery,81.0,83.0,83.0,4603,4289,42040,20948,450,1746,439,1380,3887,7600,47115,50362,28864,25248,14273,16,36,32,3616,123600,856
93123.0,79912,El Paso,TX,El Paso,El Paso,88.0,89.0,89.0,3247,2692,60141,1673,384,2166,50,12529,2370,52809,61581,74368,31005,28547,16023,507,159,26,2458,173800,848
67182.0,22193,Woodbridge,VA,Washington,Prince William,184.0,188.0,188.0,2318,2658,37894,22485,410,6299,114,6191,5047,20205,89415,93989,23672,22937,16801,1012,73,19,735,262800,1595
97318.0,93535,Lancaster,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,109.0,115.0,117.0,2033,2205,47039,15818,321,2176,154,4997,2777,33298,42835,44591,23750,21073,13098,134,25,140,2677,120300,1139
84541.0,60505,Aurora,IL,Chicago,Kane,77.0,81.0,81.0,3252,3045,30558,5683,388,896,32,35593,1403,56302,42405,44703,22315,20015,11538,0,8,48,2300,117500,942
84340.0,60085,Waukegan,IL,Chicago,Lake,75.0,72.0,72.0,2914,2591,41540,13415,325,3698,17,9657,2460,41794,40907,42533,25084,22534,10246,8,0,60,2550,110400,839
69816.0,28269,Charlotte,NC,Charlotte,Mecklenburg,83.0,88.0,88.0,3064,3110,34798,34013,326,4433,34,1176,1585,7552,60196,69762,29793,27635,17795,133,0,23,2158,161500,1035
96647.0,92105,San Diego,CA,San Diego,San Diego,294.0,310.0,312.0,3173,2775,38279,9811,268,13173,101,7283,2419,39274,36893,37754,22133,20680,6011,126,18,46,1453,274200,974
97003.0,92703,Santa Ana,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,333.0,362.0,366.0,3138,2508,24123,696,337,9850,121,33575,1188,55626,50047,46477,13435,13140,6163,328,31,86,295,302400,1335
90764.0,75211,Dallas,TX,Dallas-Fort Worth,Dallas,76.0,88.0,90.0,3534,2770,55555,4974,355,561,0,13655,824,62557,36908,38223,22604,20687,10883,0,9,2,1917,87700,807
65787.0,19120,Philadelphia,PA,Philadelphia,Philadelphia,65.0,67.0,67.0,3464,3177,10880,38568,879,11004,776,13156,2382,23160,35328,37451,25293,22997,13097,8,8,40,2296,96700,919
66843.0,21234,Parkville,MD,Baltimore,Baltimore,148.0,148.0,148.0,2605,2820,45452,18471,57,3062,10,1004,1260,2834,58559,72912,30789,28825,17950,252,50,106,1964,211000,1138
84616.0,60614,Chicago,IL,Chicago,Cook,315.0,319.0,320.0,6603,6906,59612,2731,69,3787,19,802,1553,4948,88256,170596,36702,33594,14654,3057,1368,2514,3108,480200,1331
92593.0,78660,Pflugerville,TX,Austin,Travis,92.0,100.0,101.0,2405,2874,54681,11293,497,7110,0,1683,1782,22781,75138,81126,26255,25367,19077,28,0,0,888,168100,1116
98848.0,96706,Ewa Beach,HI,"Urban Honolulu, HI",Honolulu,359.0,383.0,385.0,3162,2750,12420,2868,57,27906,5648,702,16839,8196,88923,89112,18826,17667,11703,3283,499,132,1159,442100,2001
79040.0,48180,Taylor,MI,Detroit,Wayne,64.0,69.0,70.0,1801,2430,47852,10163,376,853,0,1239,1848,3827,41742,48418,25770,23553,15672,49,0,46,2217,73900,795
94820.0,85225,Chandler,AZ,Phoenix,Maricopa,128.0,138.0,139.0,3276,3318,57282,4171,1310,3621,207,3027,2682,29032,55753,61842,27349,24990,13601,87,5,11,2359,158300,976
98378.0,95687,Vacaville,CA,Vallejo,Solano,202.0,217.0,218.0,2927,1908,41710,7471,392,4987,327,5885,5009,14184,73684,85693,22491,21282,12912,355,110,90,1209,256900,1412
92520.0,78577,Pharr,TX,McAllen,Hidalgo,60.0,63.0,63.0,2547,2541,69220,76,198,395,18,3140,484,68903,34619,37226,22968,20050,12114,30,0,28,2918,73000,686
96007.0,90026,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,518.0,588.0,597.0,3354,3840,44464,2077,319,11224,63,8034,1805,37770,46435,45802,26755,25139,5609,2188,1041,368,1616,590600,1094
72460.0,33157,Village of Palmetto Bay,FL,Miami-Fort Lauderdale,Miami-Dade,130.0,149.0,150.0,2006,2009,45771,17744,51,1673,0,1430,1258,30660,60760,66978,21604,19750,13601,1450,131,111,1854,206200,965
84654.0,60657,Chicago,IL,Chicago,Cook,278.0,279.0,281.0,7248,9338,60182,1840,101,4630,17,825,1849,4702,78796,139069,39886,36678,13798,2525,885,1006,3208,389600,1245
99013.0,97007,Beaverton,OR,Portland,Washington,171.0,190.0,191.0,2333,2585,52397,1909,412,7632,226,4427,3225,10561,70519,78892,25783,24835,16710,1270,177,220,948,263500,1098
95984.0,90003,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,264.0,294.0,297.0,2564,2452,14979,16486,511,242,29,33584,1082,49590,30016,30933,17372,15891,4799,94,30,14,1481,228600,1064
90612.0,75002,Allen,TX,Dallas-Fort Worth,Collin,96.0,111.0,112.0,1671,1815,50977,6216,400,5698,73,1229,2086,8628,93977,103543,22158,21569,16782,1124,156,60,589,188600,1182
96506.0,91766,Pomona,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,264.0,270.0,272.0,3157,2758,48246,4032,623,8309,245,8392,2004,51602,48896,49096,19040,17726,9384,790,139,23,1314,263900,1179
