success_metric,2016_02
0.0275061124694,153
0.145367412141,153
0.134560906516,153
0.0367293397464,153
0.0145631067961,153
0.0,153
0.253378378378,153
0.0219298245614,153
0.0130293159609,153
0.248243148278,153
0.0572519083969,153
0.0323788546256,153
0.072441548486,153
0.0,153
0.0550891920252,153
0.0154525386313,153
0.140425531915,153
0.370967741935,153
0.0224679029957,153
0.0,153
0.0,153
0.833333333333,153
0.0344287949922,153
0.0,153
0.268597471332,153
0.0158439975625,153
0.460683760684,153
0.0,153
0.0726783310902,153
0.0,153
0.0288822205551,153
0.0,153
0.110133104337,153
1.79237288136,153
0.0118694362018,153
0.301926080167,153
0.110769230769,153
0.393666563179,153
0.0,153
0.0367647058824,153
0.00867678958785,153
0.0,153
0.0451612903226,153
0.0,153
0.0,153
0.0417028670721,153
0.0287277701778,153
0.0,153
0.0,153
0.4,153
0.0461538461538,153
0.0,153
0.0463821892393,153
0.340312278211,153
0.0385756676558,153
0.0584178498986,153
0.012482168331,153
0.155555555556,153
1.66451612903,153
0.01050558109,153
0.0,153
0.30303030303,153
0.0,153
0.0,153
0.0216744581385,153
0.0,153
0.0427493713328,153
0.0549763033175,153
0.0,153
0.0909090909091,153
0.90306122449,153
0.00922131147541,153
0.351293103448,153
0.871369294606,153
0.581460674157,153
0.145161290323,153
0.0,153
0.0551710880431,153
0.0,153
0.148148148148,153
0.0,153
0.0625698324022,153
0.0,153
0.0537560303239,153
0.217391304348,153
0.400921658986,153
0.0,153
0.188679245283,153
0.0,153
0.0,153
0.134272300469,153
0.0122799836267,153
0.0,153
0.0,153
0.0473799126638,153
0.0,153
0.65850945495,153
0.190763707572,153
0.0385395537525,153
0.057924888606,153
0.0696721311475,153
0.328915662651,153
0.0250965250965,153
0.0,153
0.0,153
0.206989247312,153
0.433333333333,153
0.0097503900156,153
0.0225903614458,153
0.0172303765156,153
0.279379157428,153
0.786628733997,153
0.0,153
1.11801242236,153
0.0,153
0.112627291242,153
1.58516483516,153
0.0,153
0.00955414012739,153
0.0428769017981,153
0.469160768453,153
0.126645768025,153
0.416184971098,153
0.0918918918919,153
0.45390070922,153
0.163897763578,153
0.0,153
0.351301115242,153
0.0,153
1.97931034483,153
0.682302771855,153
0.0134078212291,153
0.0,153
0.00983698707139,153
0.0,153
0.010162601626,153
0.0370514820593,153
0.256097560976,153
0.0,153
0.0336585365854,153
0.0,153
0.026622296173,153
0.0,153
0.326910516003,153
0.1,153
0.112831858407,153
0.217594031707,153
0.0432098765432,153
0.0316856780735,153
0.0180761781795,153
0.0,153
0.0257961783439,153
0.0104675505932,153
0.106226025376,153
1.35030864198,153
0.185072353389,153
0.0438144329897,153
0.0,153
0.00734843845683,153
0.0188895248998,153
0.00261172373767,153
0.165849981153,153
0.0,153
0.385144429161,153
0.0,153
0.0335695635957,153
0.126375515818,153
0.0617821782178,153
0.0,153
0.228085106383,153
0.129056047198,153
0.0,153
0.0527888446215,153
0.0,153
0.0,153
0.362589928058,153
0.0355029585799,153
0.00417362270451,153
0.0957055214724,153
0.0,153
0.0515274199485,153
0.0176385889129,153
0.0118821292776,153
0.0639534883721,153
0.0,153
0.00673400673401,153
0.111181702668,153
0.0,153
0.161954624782,153
0.0384087791495,153
0.0365853658537,153
0.0165184243964,153
0.0312204351939,153
0.220408163265,153
0.0166666666667,153
2.28753680079,153
0.126151665485,153
0.0793650793651,153
0.0288957688338,153
0.0,101
0.0337078651685,101
0.0227642276423,101
0.188524590164,101
0.0166172106825,101
0.301948051948,101
0.0,101
0.0861244019139,101
0.105150214592,101
0.0134228187919,101
0.0,101
0.0179345683879,101
0.0276497695853,101
0.599184782609,101
0.0731399747793,101
0.0144717800289,101
0.0114254624592,101
0.0308823529412,101
0.0136901057872,101
0.0110062893082,101
0.0232172470978,101
0.116164720344,101
0.107946026987,101
0.0691016781836,101
0.136286201022,101
0.041804910418,101
0.0270692347736,101
0.0282021151586,101
0.0137952176579,101
0.195283018868,101
0.0150281778334,101
0.0,101
0.00453720508167,101
9.0,101
0.156262585582,101
0.015037593985,101
0.070564516129,101
0.00983284169125,101
0.0275715800636,101
0.015625,101
0.0120793787748,101
0.0408035153798,101
0.0696517412935,101
0.110201042442,101
0.298460323727,101
0.017094017094,101
0.0,101
0.307860262009,101
0.0678623364033,101
0.0774071743235,101
0.0205831903945,101
0.0399408284024,101
0.0614035087719,101
0.00601322910403,101
0.0,101
0.0159857904085,101
0.0,101
0.030557421088,101
0.157894736842,101
0.0,101
0.0191326530612,101
2.53846153846,88
0.0283855706682,88
0.0102629890956,88
0.0131147540984,88
0.0,88
0.00731707317073,88
0.0,88
0.0258620689655,88
0.0190131281123,88
0.0103132161956,88
0.0503848845346,88
0.0794701986755,88
0.0839366515837,88
0.0,88
0.0123529411765,88
0.0311355311355,88
0.0200071454091,88
0.0101936799185,88
0.0399733510993,88
0.0397456279809,88
0.0217864923747,88
0.032175032175,88
0.0783722682743,88
0.0379497289305,88
0.3125,88
0.0,88
0.0134730538922,88
0.0744979919679,88
0.00981033355134,88
0.0,88
0.0343531937735,88
0.0,88
0.473748473748,88
0.0638783269962,88
0.140401903755,88
0.0261845386534,88
0.104651162791,88
0.00885935769657,88
0.100197433366,88
0.136958710977,88
0.0742574257426,88
0.0089179548157,88
0.0169995750106,88
0.0450281425891,88
0.0268656716418,88
0.0436626746507,88
0.0847268673356,88
0.00963081861958,88
0.19176398279,88
0.134185303514,88
0.0718562874251,88
0.0162037037037,88
0.0168674698795,88
0.0225846925972,88
0.147851727043,88
0.23661971831,88
0.0143626570916,88
0.0,88
0.142983230362,88
0.0249810749432,88
6.75,88
0.0402684563758,139
0.101739130435,139
0.0,139
0.792378449409,139
0.0,139
0.0385793018983,139
0.0,139
0.364864864865,139
0.0,139
0.0,139
0.252054794521,139
0.00753012048193,139
0.0278376436782,139
0.0166666666667,139
0.106844224218,139
0.21641556811,139
0.0,139
0.0,139
0.0117493472585,139
0.343434343434,139
0.0183486238532,139
0.0,139
1.81818181818,139
0.0,139
0.237586423633,139
0.0,139
0.0154506437768,139
0.023976023976,139
0.0,139
0.0269948392219,139
0.0,139
0.0553633217993,139
0.0987027636774,139
0.0,139
1.9375,139
0.191039729501,139
0.221318879855,139
0.00917992656059,139
0.0212598425197,139
0.0,139
0.0,139
0.00647249190939,139
0.0241824044219,139
0.227256944444,139
0.106278950077,139
0.730181818182,139
0.0924657534247,139
0.123282584478,139
0.19940915805,139
0.0,139
0.0221493027071,139
0.0,139
0.0,139
0.134967320261,139
0.130131680868,139
0.0484734025811,139
0.0,139
0.694087403599,139
0.0344036697248,139
2.16145833333,139
0.406205923836,139
0.0,139
0.0,139
0.225016655563,139
0.473053892216,139
0.136630754163,139
0.0395647873393,139
0.141255605381,139
0.0626770538244,139
0.200757575758,139
0.0,139
0.0,139
0.0575858250277,139
0.403775563713,139
0.0044964028777,139
0.0,139
0.0336283185841,139
0.093465284323,139
0.108034571063,139
1.13803577455,139
0.00662690523526,139
0.0167682926829,139
0.0653594771242,139
0.33731451321,139
0.0170731707317,139
0.222575516693,139
0.062769010043,139
0.0,139
0.0221659278024,139
1.07717569787,139
0.0535714285714,139
0.0,139
0.0,139
0.0,139
0.0107969151671,139
0.0,139
0.0,139
0.370682392586,139
0.0,139
0.488505747126,139
0.0118243243243,139
0.0,139
0.0,139
0.621842496285,139
0.131188118812,139
0.251223491028,139
0.0,139
0.0167224080268,139
0.0,139
0.543103448276,139
25.0,139
0.0,139
0.0,139
0.0,139
0.669333333333,139
0.00591366055588,139
0.0632911392405,139
0.0,139
0.0,139
0.0,139
0.00730688935282,139
0.749733759318,139
0.0,139
0.706278026906,139
0.0258855585831,107
0.0,107
0.0836450187011,107
0.0118906064209,107
0.0907581627006,107
0.0240446543581,107
0.0186567164179,107
0.0343730108211,107
0.0,107
0.149264705882,107
0.119250425894,107
0.0424944812362,107
2.55405405405,107
0.0742574257426,107
0.0133689839572,107
0.0,107
0.0,107
0.0865834633385,107
0.0198347107438,107
0.0,107
0.0,107
0.0357798165138,107
0.078725398313,107
0.0827220863896,107
0.0180555555556,107
0.0967808501857,107
0.235294117647,107
0.0714285714286,107
0.110236220472,107
0.0,107
0.0,107
0.0145161290323,107
0.0678244972578,107
0.033488372093,107
0.0280701754386,107
0.17816091954,107
0.122727272727,107
0.0,107
0.0169971671388,107
0.128891864747,107
0.020725388601,107
0.072852233677,107
0.025507548152,107
0.0102871838834,107
0.0244698205546,107
0.178665661515,107
0.0352990033223,107
0.0298804780876,107
0.15881147541,107
0.0,107
0.0,107
0.0439790575916,107
0.0143763213531,107
0.217573221757,135
0.0285714285714,135
0.0,135
0.00967741935484,135
0.197815533981,135
0.0,135
0.247787610619,135
0.10993325481,135
0.780656303972,135
0.0348027842227,135
0.0800889877642,135
0.0,135
0.0511525102621,135
0.0,135
0.381709741551,135
0.0,135
0.016196013289,135
0.454152249135,135
0.0,135
0.0138206388206,135
0.0,135
0.0,135
0.0169915042479,135
0.0,135
0.0375,135
0.361056751468,135
0.0553846153846,135
0.0103507763082,135
0.0,135
0.0407292474787,135
0.0,135
0.0,135
0.425171177046,135
0.210826210826,135
0.00747330960854,135
0.0,135
0.474366529169,135
0.348837209302,135
0.0213219616205,135
0.142694063927,135
0.0475737392959,135
0.0330275229358,135
0.0344827586207,135
0.704347826087,135
0.294341894061,135
0.0282195997948,135
0.184253511924,135
1.01612903226,135
0.0,135
0.0,135
0.0,135
0.0,135
0.015625,135
0.0,135
0.0360057609217,135
0.0173611111111,135
0.104985812728,135
0.0296052631579,135
0.0290858725762,135
0.0,135
0.0307692307692,135
0.0656793303284,135
0.0,135
0.0378890392422,135
0.0,135
0.00459317585302,135
0.0619012527634,135
0.205569461827,135
